"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","colour","quality"
"1612",5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,0,1
"1613",6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,1,0
"1614",9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,1,0
"1615",6.4,0.27,0.19,1.9,0.085,21,196,0.99516,3.49,0.64,9.5,0,0
"1616",7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,1,0
"1617",6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,0,1
"1618",6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,0,0
"1619",5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,0,1
"1620",6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,0,0
"1621",5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,0,1
"1622",5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,0,1
"1623",7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9,0,0
"1624",6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,0,0
"1625",7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,1,1
"1626",7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,0,1
"1627",6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,0,1
"1628",7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,0,0
"1629",5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7,1,1
"1630",6.7,0.16,0.37,1.3,0.036,45,125,0.98964,3.19,0.51,12.4,0,1
"1631",7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,0,1
"1632",6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,1,0
"1633",7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,1,0
"1634",7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,0,1
"1635",7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,0,0
"1636",5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,0,1
"1637",7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,1,0
"1638",6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,0,1
"1639",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,0,1
"1640",8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,1,1
"1641",7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,0,1
"1642",6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,0,1
"1643",10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,1,1
"1644",11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,1,1
"1645",7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,0,0
"1646",6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,0,1
"1647",8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,0,1
"1648",7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,1,1
"1649",6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,0,0
"1650",6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,0,0
"1651",8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,0,0
"1652",10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,1,0
"1653",7.3,0.23,0.24,0.9,0.031,29,86,0.98926,2.9,0.38,12.2,0,1
"1654",6.9,0.2,0.28,1.2,0.048,36,159,0.9936,3.19,0.43,9.1,0,1
"1655",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,0,1
"1656",7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,0,1
"1657",6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,0,1
"1658",6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,1,1
"1659",6.6,0.25,0.42,11.3,0.049,77,231,0.9966,3.24,0.52,9.5,0,1
"1660",5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,0,1
"1661",6,0.28,0.22,12.15,0.048,42,163,0.9957,3.2,0.46,10.1,0,0
"1662",7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,0,0
"1663",6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,0,0
"1664",7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,0,0
"1665",7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,1,1
"1666",6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,1,0
"1667",6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,0,1
"1668",8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,0,1
"1669",7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,1,0
"1670",7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9,0,1
"1671",6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,0,0
"1672",6.9,0.24,0.39,1.3,0.063,18,136,0.9928,3.31,0.48,10.4,0,1
"1673",7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,1,0
"1674",6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,0,0
"1675",6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,1,1
"1676",6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,0,1
"1677",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,0,0
"1678",8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,1,1
"1679",8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,1,0
"1680",4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,0,0
"1681",6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,1,1
"1682",7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,1,0
"1683",8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,0,1
"1684",7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,0,1
"1685",6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,0,0
"1686",8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,0,0
"1687",6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,0,1
"1688",6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,0,1
"1689",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,1,1
"1690",6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7,0,0
"1691",6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,0,1
"1692",7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,0,0
"1693",6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,0,1
"1694",7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,0,1
"1695",6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,0,0
"1696",5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,0,0
"1697",7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,1,1
"1698",8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,1,1
"1699",7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10,0,1
"1700",6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,0,1
"1701",6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,0,0
"1702",7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,1,1
"1703",6.9,0.32,0.27,16,0.034,58,185,0.99938,3.34,0.6,9,0,1
"1704",7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,0,1
"1705",7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,0,1
"1706",8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,0,0
"1707",9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,1,1
"1708",7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,1,0
"1709",5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,0,0
"1710",5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,0,1
"1711",6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,0,0
"1712",6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,1,1
"1713",9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,1,1
"1714",7.3,0.22,0.3,8.2,0.047,42,207,0.9966,3.33,0.46,9.5,0,1
"1715",9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,1,1
"1716",7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,0,0
"1717",6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,0,1
"1718",6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,0,1
"1719",8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,0,0
"1720",6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,0,1
"1721",5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,0,1
"1722",8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,1,1
"1723",12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,1,1
"1724",6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,0,0
"1725",6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,0,0
"1726",7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,0,0
"1727",6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,0,1
"1728",8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,1,0
"1729",6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,0,0
"1730",6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,0,1
"1731",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,1,1
"1732",8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,1,1
"1733",7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,0,1
"1734",8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,0,1
"1735",7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,1,0
"1736",7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,0,0
"1737",8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,0,1
"1738",6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,0,0
"1739",6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,0,1
"1740",9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,1,1
"1741",10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,1,0
"1742",7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,0,1
"1743",5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,0,0
"1744",6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,0,1
"1745",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0,1
"1746",6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,0,1
"1747",7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,0,0
"1748",8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,1,1
"1749",12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,1,0
"1750",7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,1,0
"1751",6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,0,1
"1752",8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,0,1
"1753",6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1,0,0
"1754",10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,1,1
"1755",7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,0,1
"1756",6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,0,1
"1757",6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,1,0
"1758",11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,1,0
"1759",6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,1,1
"1760",6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,0,1
"1761",8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,0,1
"1762",8.9,0.62,0.19,3.9,0.17,51,148,0.9986,3.17,0.93,9.2,1,0
"1763",5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,0,1
"1764",6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,0,0
"1765",5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,0,1
"1766",7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,1,0
"1767",6.4,0.2,0.32,3.1,0.041,18,126,0.9914,3.43,0.42,12,0,1
"1768",7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,0,0
"1769",6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,0,1
"1770",6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,0,0
"1771",7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,0,1
"1772",6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,0,0
"1773",6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,0,1
"1774",9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,1,0
"1775",7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,0,1
"1776",6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,0,0
"1777",6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,1,0
"1778",9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,0,0
"1779",7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,0,1
"1780",7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,1,0
"1781",8.6,0.22,0.33,1.2,0.031,38,95,0.99239,2.83,0.31,10.3,0,0
"1782",6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,0,1
"1783",6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,0,1
"1784",6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,1,0
"1785",6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,0,1
"1786",5.9,0.26,0.3,1,0.036,38,114,0.9928,3.58,0.48,9.4,0,0
"1787",6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,1,1
"1788",7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,0,1
"1789",6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,0,1
"1790",7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,0,1
"1791",7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,0,1
"1792",8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,1,0
"1793",6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,0,1
"1794",7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,0,1
"1795",7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,1,1
"1796",7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,0,0
"1797",9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,1,0
"1798",6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,1,0
"1799",4.6,0.52,0.15,2.1,0.054,8,65,0.9934,3.9,0.56,13.1,1,0
"1800",6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,0,0
"1801",7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,0,1
"1802",6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,0,1
"1803",6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,0,1
"1804",7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,0,1
"1805",6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,0,1
"1806",6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,0,0
"1807",6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,0,0
"1808",6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,0,1
"1809",9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,1,0
"1810",7.8,0.24,0.38,2.1,0.058,14,167,0.994,3.21,0.55,9.9,0,0
"1811",6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1,0,1
"1812",7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,0,1
"1813",7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,0,0
"1814",9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,1,1
"1815",7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,1,1
"1816",6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,0,1
"1817",6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,0,1
"1818",6.1,0.32,0.28,6.6,0.021,29,132,0.99188,3.15,0.36,11.45,0,1
"1819",8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,1,0
"1820",8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,0,0
"1821",6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,0,1
"1822",7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,0,0
"1823",7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,0,1
"1824",5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,0,1
"1825",7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,1,0
"1826",7.5,0.705,0.1,13,0.044,44,214,0.99741,3.1,0.5,9.1,0,0
"1827",7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,0,1
"1828",6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,0,0
"1829",7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,0,1
"1830",6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,0,1
"1831",6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,0,1
"1832",7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,0,1
"1833",6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,0,1
"1834",7.2,0.19,0.31,1.6,0.062,31,173,0.9917,3.35,0.44,11.7,0,1
"1835",7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,1,0
"1836",8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,0,0
"1837",6.6,0.25,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1,0,1
"1838",7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,0,1
"1839",6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,0,0
"1840",6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,0,1
"1841",7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,0,1
"1842",7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,1,0
"1843",6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,0,1
"1844",7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,1,0
"1845",6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,1,0
"1846",6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,1,0
"1847",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,1,1
"1848",5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,0,0
"1849",6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,0,0
"1850",6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,0,0
"1851",8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,1,0
"1852",6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,0,1
"1853",6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,0,1
"1854",6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,0,1
"1855",7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,1,0
"1856",6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,0,1
"1857",6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,0,1
"1858",6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,0,1
"1859",7.6,0.33,0.36,2.1,0.034,26,172,0.9944,3.42,0.48,10.5,0,0
"1860",7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,0,1
"1861",8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,0,0
"1862",8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,0,0
"1863",8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,1,1
"1864",8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,0,1
"1865",10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,1,0
"1866",6.7,0.29,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,0,1
"1867",6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,0,1
"1868",5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,0,1
"1869",7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,0,0
"1870",5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,0,1
"1871",6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,1,0
"1872",6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,0,0
"1873",7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,0,1
"1874",6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,0,0
"1875",6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,0,1
"1876",6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,0,1
"1877",8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,1,0
"1878",8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,1,1
"1879",7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,1,0
"1880",8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,1,1
"1881",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,0,1
"1882",6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,0,1
"1883",7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,0,1
"1884",5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,0,1
"1885",6.2,0.53,0.02,0.9,0.035,6,81,0.99234,3.24,0.35,9.5,0,0
"1886",6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,0,1
"1887",8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,0,1
"1888",9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,1,0
"1889",6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,0,1
"1890",7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,0,1
"1891",6.3,0.3,0.24,6.6,0.04,38,141,0.995,3.22,0.47,9.5,0,0
"1892",6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,0,1
"1893",6.8,0.2,0.28,12.6,0.048,54,136,0.99556,3.19,0.37,10.7,0,1
"1894",6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,0,0
"1895",8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,1,0
"1896",6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,0,0
"1897",12.5,0.46,0.63,2,0.071,6,15,0.9988,2.99,0.87,10.2,1,0
"1898",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,0,1
"1899",6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,1,0
